ArticleID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
8043,5,10,9,10,10,9,5,6,1,1,1,6,1,1,1,7
8044,1,8,10,10,10,8,9,8,1,8,1,5,1,1,2,8
8045,5,8,7,10,10,6,5,3,1,1,1,7,1,1,2,6
8046,1,8,8,4,10,6,8,5,1,1,1,7,1,1,1,7
8047,9,9,9,8,8,9,8,8,1,9,1,7,1,2,6,8
8048,7,10,10,3,10,9,10,7,1,1,1,7,1,1,1,7
8049,9,10,6,8,10,9,3,9,1,1,1,8,1,1,1,6
8050,10,10,8,4,10,9,7,3,1,9,1,9,1,1,1,4
8051,9,10,10,3,5,9,10,6,1,1,1,8,1,1,1,6
8052,10,8,8,10,10,9,7,7,1,1,9,8,2,1,3,7
8053,9,10,10,8,10,9,2,7,1,1,2,8,1,1,1,6
8054,6,10,8,10,10,9,9,7,1,8,1,2,1,1,1,8
8055,5,9,9,10,10,9,6,8,1,1,1,6,2,1,2,8
8056,1,7,9,10,10,6,10,8,1,9,1,6,1,1,1,8
8057,10,10,10,10,5,10,9,7,1,1,6,4,1,1,5,9
8058,9,10,10,10,10,10,10,8,1,1,1,3,1,2,1,9
8059,1,8,6,10,5,7,10,8,1,6,1,5,1,1,1,8
8060,5,10,10,10,10,9,3,8,1,1,1,6,1,1,1,8
8061,9,10,10,10,5,10,9,9,1,1,1,8,1,1,1,7
8062,8,9,8,10,10,8,5,7,1,1,1,7,2,2,1,7
8063,3,6,7,4,5,8,9,6,1,3,1,6,1,3,1,7
8064,9,10,10,10,5,9,5,7,1,1,2,8,1,1,1,6
8065,5,4,4,3,10,5,7,6,1,1,1,3,1,1,2,7
8066,8,8,8,10,10,8,10,7,1,1,1,6,2,1,1,7
8067,2,8,7,10,10,9,10,7,1,7,1,4,1,1,1,8
8068,8,8,8,3,10,9,9,7,1,6,5,8,1,3,1,6
8069,9,10,10,10,10,9,7,8,1,1,1,8,1,4,1,7
8070,2,7,4,3,10,7,8,4,1,3,1,8,1,1,1,5
8071,7,10,10,10,5,9,8,7,1,8,6,8,1,1,1,7
8072,5,3,3,2,5,5,8,7,1,1,1,7,1,1,1,7
8073,8,9,7,9,10,8,9,6,1,9,1,6,1,1,2,7
8074,2,9,9,10,5,9,6,8,1,6,1,7,2,1,2,8
8075,4,7,8,9,10,6,9,7,1,5,1,6,1,4,4,8
8076,8,8,8,7,5,9,7,8,1,9,8,3,1,1,1,9
8077,9,10,9,10,10,9,2,4,1,1,1,3,1,4,1,7
8078,9,10,10,10,10,9,8,8,1,1,1,4,1,1,1,8
8079,9,10,7,9,10,9,7,8,1,1,1,7,1,3,1,8
8080,5,6,6,6,6,6,7,8,1,1,1,3,1,1,3,9
8081,2,8,7,5,5,8,3,3,1,1,1,8,2,1,1,5
8082,10,9,10,10,10,9,4,4,1,1,3,6,1,2,3,6
8083,10,10,10,3,10,10,10,7,1,8,1,8,1,1,1,6
8084,9,10,8,10,10,8,10,7,1,1,1,3,1,1,2,8
8085,5,6,7,10,10,6,10,8,1,6,1,4,1,1,1,9
8086,5,8,10,4,10,8,10,7,1,1,1,2,1,1,1,8
8087,10,9,7,10,10,8,9,8,1,1,1,3,1,7,5,9
8088,1,3,6,9,5,3,4,3,1,1,1,8,2,1,5,5
8089,5,10,8,9,10,9,4,6,1,4,1,8,1,1,1,6
8090,5,7,8,10,5,6,9,6,1,7,1,8,1,1,5,7
8091,10,10,10,10,10,10,10,8,1,1,1,8,1,1,1,7
8092,8,9,8,6,5,8,7,6,1,1,1,6,1,1,2,7
8093,8,10,10,6,10,8,10,9,1,1,1,8,1,3,1,7
8094,10,9,10,10,10,9,9,9,1,1,1,4,1,2,5,9
8095,5,8,8,3,10,9,5,8,1,1,1,8,1,1,1,6
8096,10,10,9,10,10,10,8,6,1,1,1,6,2,1,1,7
8097,9,10,10,10,10,10,10,9,1,7,6,8,1,1,1,8
8098,10,10,9,10,10,10,10,8,1,1,1,7,1,1,2,8
8099,5,6,4,10,10,7,10,7,1,4,1,6,1,1,1,8
8100,5,6,6,6,5,5,10,3,1,1,1,6,1,1,1,6
8101,4,7,7,4,10,8,3,8,1,3,1,5,1,3,5,8
8102,8,7,6,5,5,8,7,7,1,6,1,7,1,4,1,8
8103,10,10,8,10,10,9,8,7,1,1,1,6,1,1,1,7
8104,8,5,3,4,10,8,9,3,1,2,5,8,1,2,1,4
8105,5,8,8,9,10,8,10,9,1,1,1,7,1,7,1,8
8106,1,4,7,10,10,6,9,7,1,1,1,8,1,2,4,7
8107,10,10,9,6,10,9,9,8,1,4,6,9,1,1,5,7
8108,2,10,10,10,10,9,6,8,1,1,2,6,1,1,3,8
8109,1,8,10,10,5,7,10,3,1,6,1,8,1,1,4,4
8110,5,10,9,10,5,9,3,7,1,1,1,7,1,2,1,7
8111,8,7,7,9,10,8,8,5,1,4,1,6,1,6,2,7
8112,5,8,8,9,5,9,10,6,1,3,1,6,1,2,5,8
8113,3,10,10,4,10,3,8,7,1,3,1,6,1,1,3,8
8114,3,8,8,10,10,8,7,6,1,8,1,7,1,1,5,7
8115,9,10,10,5,10,9,1,4,1,1,4,8,1,1,3,6
8116,8,6,5,9,10,6,7,7,1,1,1,8,1,1,5,7
8117,5,9,8,10,5,8,10,8,1,1,1,7,1,1,1,8
8118,8,9,7,10,10,9,10,8,1,7,1,6,1,3,5,9
8119,1,5,9,10,10,5,10,8,1,1,1,6,2,1,1,8
8120,5,10,8,10,10,9,8,8,1,6,5,7,1,1,5,8
8121,7,10,10,4,5,9,7,7,1,1,7,7,1,1,1,7
8122,2,7,9,10,10,9,10,7,1,1,6,9,1,1,2,6
8123,9,10,8,9,10,9,10,9,1,10,1,3,1,3,1,9
8124,9,8,7,10,10,8,10,9,1,8,1,6,1,3,1,9
8125,1,9,8,10,10,8,10,6,1,8,1,7,1,1,1,7
8126,2,7,8,10,10,8,10,8,1,6,2,7,1,1,3,8
8127,5,8,8,10,5,7,8,6,1,3,1,3,1,3,2,8
8128,5,8,9,10,10,7,4,6,1,1,1,8,1,3,2,7
8129,10,10,10,8,5,10,9,6,1,9,1,8,1,1,1,6
8130,9,9,10,10,10,9,3,8,1,1,1,4,1,1,1,8
8131,8,8,8,9,10,8,10,8,1,10,1,8,1,3,1,7
8132,1,8,8,10,5,9,10,8,1,1,1,7,1,1,1,7
8133,9,10,10,10,5,9,10,6,1,1,1,8,1,1,1,8
8134,8,10,10,10,10,9,10,8,1,4,1,7,1,1,2,8
8135,5,6,6,9,10,6,9,8,1,8,1,7,1,6,5,8
8136,5,8,10,10,10,9,10,8,1,8,7,9,1,1,1,7
8137,1,3,4,10,10,3,5,4,1,1,1,8,1,1,4,6
8138,10,6,7,9,10,8,10,7,1,6,1,6,1,2,2,7
8139,6,8,6,9,10,7,10,6,1,6,1,5,1,1,3,8
8140,6,8,8,9,10,4,6,6,1,1,2,5,1,1,5,8
8141,1,10,9,10,10,8,5,8,1,3,1,7,1,1,1,7
8142,7,8,10,10,10,7,9,8,1,10,7,3,1,2,3,9
8143,5,7,9,10,10,8,7,6,1,3,1,6,1,2,1,7
8144,5,10,10,10,10,9,10,7,1,9,1,7,1,1,1,8
8145,9,9,7,4,10,9,8,9,1,3,4,6,1,2,1,8
8146,3,4,4,10,5,5,10,7,1,1,1,2,2,1,6,8
8147,8,10,3,10,10,9,10,3,1,6,1,4,1,1,6,6
8148,2,6,7,9,5,7,10,8,1,3,1,8,1,1,1,7
8149,2,6,6,10,5,6,5,8,1,1,1,8,1,6,1,7
8150,8,8,7,9,10,8,8,8,1,1,6,7,1,3,1,8
8151,8,10,10,10,10,10,10,6,1,3,1,4,1,1,1,7
8152,3,6,7,10,10,7,10,9,1,7,1,3,1,1,2,9
8153,9,7,8,6,10,8,9,8,1,7,1,6,1,3,5,8
8154,7,8,7,10,10,8,10,7,1,1,1,8,1,1,1,6
8155,6,9,9,10,10,9,7,4,1,7,1,6,1,1,3,7
8156,8,10,10,7,5,9,8,6,1,1,5,9,1,1,1,6
8157,2,7,7,10,5,7,10,8,1,3,1,6,2,1,6,8
8158,9,8,10,6,10,8,9,8,1,9,1,6,1,3,1,8
8159,1,9,9,6,10,8,8,6,1,7,1,6,1,1,5,8
8160,10,6,5,9,10,7,10,8,1,1,1,3,1,7,2,8
8161,7,10,10,10,10,9,9,8,1,1,4,6,2,1,2,8
8162,5,6,7,4,5,6,8,8,1,1,1,7,1,4,5,8
8163,1,6,6,9,10,8,10,5,1,9,1,4,2,6,6,8
8164,10,6,6,10,10,5,10,8,1,7,1,3,1,3,5,9
8165,9,9,9,6,5,8,7,7,1,6,1,3,1,3,3,9
8166,5,7,5,10,10,8,7,8,1,8,1,6,1,2,1,9
8167,5,7,7,10,10,7,7,4,1,3,1,6,1,1,2,7
8168,3,5,6,8,5,3,10,4,1,1,1,4,2,1,5,7
8169,3,8,4,10,5,8,9,8,1,1,1,3,1,4,1,8
8170,8,10,8,10,10,10,10,8,1,9,1,4,1,7,1,9
8171,3,10,10,8,10,9,10,4,1,7,1,7,1,1,2,6
8172,5,8,8,10,10,7,5,3,1,3,5,6,1,2,1,6
8173,5,7,8,9,10,8,8,7,1,7,5,7,1,1,1,8
8174,5,6,6,6,5,7,8,4,1,1,1,8,3,1,1,6
8175,5,10,10,10,10,8,7,8,1,1,1,7,1,1,2,8
8176,8,9,6,9,5,8,9,7,1,1,1,3,2,3,3,9
8177,5,7,8,10,10,9,9,6,1,9,3,7,1,3,1,7
8178,2,7,10,10,10,8,9,7,1,8,1,6,1,1,5,8
8179,5,9,8,10,10,7,10,7,1,10,1,6,1,2,2,8
8180,10,10,10,10,10,9,5,7,1,1,1,8,1,1,1,7
8181,9,10,10,10,5,9,10,6,1,6,1,7,1,1,5,8
8182,5,8,7,10,5,8,10,6,1,7,3,7,1,1,1,7
8183,9,10,8,9,5,9,7,7,1,1,1,4,1,1,3,8
8184,9,10,10,10,10,10,7,8,1,10,7,7,1,7,1,8
8185,5,10,9,10,10,8,10,8,1,1,1,4,1,1,2,9
8186,3,8,9,10,10,8,9,8,1,6,1,7,1,4,1,8
8187,1,7,8,8,10,6,6,7,1,7,5,8,1,1,3,6
8188,5,7,7,10,5,8,10,9,1,3,1,7,2,1,1,8
8189,8,7,6,4,5,8,10,8,1,10,1,7,1,3,1,8
8190,1,7,9,10,10,6,9,8,1,1,1,7,2,7,5,7
8191,1,7,10,10,10,9,9,5,1,9,7,9,1,1,1,6
8192,5,10,10,8,10,10,9,8,1,10,2,8,1,1,1,7
8193,9,10,10,10,10,9,7,3,1,9,2,9,1,2,1,5
8194,9,10,8,4,10,10,10,6,1,10,1,9,1,1,1,6
8195,8,9,8,10,10,9,9,7,1,10,4,6,2,1,8,8
8196,10,10,10,10,10,9,9,3,1,10,2,9,1,1,2,3
8197,9,9,8,10,5,9,8,4,1,7,3,9,1,6,1,6
8198,10,10,10,10,10,10,10,3,1,10,1,8,1,1,1,6
8199,7,10,8,4,10,9,10,3,1,4,3,9,1,1,5,6
8200,9,10,10,10,5,10,9,6,1,10,8,9,1,3,2,6
8201,1,6,8,10,5,7,8,6,1,1,1,9,1,1,5,7
8202,7,8,4,8,10,8,9,3,1,9,6,9,1,1,3,4
8203,3,9,10,9,10,9,10,7,1,10,1,8,1,2,6,8
8204,9,10,9,10,10,9,8,7,1,6,2,8,1,2,5,7
8205,3,8,6,6,10,9,10,4,1,10,4,8,1,2,7,6
8206,2,5,5,9,10,7,9,7,1,10,1,3,1,3,1,8
8207,3,7,6,9,5,6,9,7,1,8,1,8,1,1,2,8
8208,5,10,9,10,10,9,8,3,1,9,6,9,1,1,5,5
8209,10,10,8,10,10,10,10,8,1,4,8,9,2,1,1,6
8210,4,10,10,10,10,9,9,4,1,8,6,9,1,2,2,5
8211,8,3,2,10,10,7,8,3,1,6,5,9,1,1,1,4
8212,10,7,8,8,5,9,10,4,1,1,6,8,1,1,2,6
8213,1,10,10,10,10,10,9,5,1,9,1,8,1,3,1,7
8214,8,8,9,10,10,8,7,9,1,7,1,7,1,1,1,8
8215,2,7,8,5,10,8,9,4,1,1,1,9,1,4,5,6
8216,1,4,5,4,5,6,8,7,1,10,1,6,1,7,5,8
8217,3,8,8,10,10,8,9,6,1,7,1,8,1,1,1,7
8218,10,10,8,4,5,9,9,6,3,6,1,6,1,1,1,7
8219,7,10,8,10,10,10,10,6,1,7,1,8,1,5,5,7
8220,9,10,10,10,10,9,8,3,1,6,1,9,1,1,1,4
8221,8,10,8,9,10,10,10,7,1,8,6,9,1,1,3,6
8222,8,10,10,6,5,9,8,7,1,1,8,8,3,1,8,7
8223,9,10,10,10,10,10,9,8,1,9,7,8,1,1,1,7
8224,9,10,9,10,10,9,9,3,1,9,7,9,1,1,5,6
8225,9,10,10,10,10,9,9,7,1,9,1,6,1,1,6,8
8226,10,9,8,4,10,9,8,5,1,10,1,9,2,3,1,6
8227,10,10,10,7,5,10,5,7,1,8,1,9,1,1,3,7
8228,3,10,10,10,10,9,9,4,1,10,6,7,1,1,5,7
8229,9,9,9,10,10,10,10,9,1,10,7,8,1,1,1,7
8230,9,10,10,5,10,9,9,7,1,8,2,8,1,1,1,6
8231,8,8,8,10,10,9,9,8,1,8,7,9,1,1,1,7
8232,9,10,10,10,10,9,10,5,1,10,1,8,1,1,1,7
8233,7,8,6,7,10,9,9,3,1,9,2,8,1,1,7,6
8234,3,10,10,8,2,7,10,9,1,9,6,7,1,2,1,8
8235,10,9,10,10,5,9,10,8,1,1,1,7,1,1,1,8
8236,8,9,8,10,10,9,10,6,1,10,5,4,1,2,3,8
8237,1,9,10,10,9,9,10,3,1,9,9,7,1,2,1,7
8238,3,8,8,8,10,9,9,4,1,10,7,7,1,6,5,6
8239,10,10,7,10,10,9,10,4,1,8,1,9,1,1,1,5
8240,9,7,7,10,10,9,10,8,1,1,1,7,1,6,1,7
8241,10,10,10,10,10,10,9,9,1,1,1,9,1,1,1,7
8242,1,8,8,6,10,9,5,6,1,1,6,8,1,1,3,7
8243,1,4,7,9,10,8,9,7,1,9,7,7,1,2,3,8
8244,7,7,7,10,10,9,9,6,1,9,1,8,1,3,2,8
8245,9,10,10,10,5,10,10,10,1,1,1,8,1,2,1,8
8246,9,10,10,3,10,10,9,3,1,9,1,9,1,1,3,6
8247,3,8,8,9,10,9,5,8,1,6,3,8,1,2,2,8
8248,3,10,9,10,10,8,10,3,1,3,1,9,1,1,1,6
8249,6,8,7,10,10,8,9,3,1,10,1,8,1,2,1,6
8250,9,10,10,10,10,10,9,6,1,9,9,9,1,1,2,7
8251,9,10,10,9,7,9,4,2,1,1,1,9,1,6,6,5
8252,2,9,9,10,10,9,9,5,1,9,7,9,1,1,5,6
8253,8,10,9,4,10,9,9,7,3,1,7,8,1,5,3,7
8254,5,9,8,9,10,9,9,6,1,10,1,8,1,1,1,7
8255,3,6,8,10,10,7,10,7,1,1,1,7,1,1,3,7
8256,9,9,10,10,10,10,10,8,1,10,1,8,1,1,1,7
8257,3,9,10,6,5,9,10,6,1,10,1,9,1,1,5,7
8258,9,9,10,10,10,9,9,4,1,10,1,9,1,6,3,6
8259,6,7,6,10,5,8,7,6,1,8,6,7,1,1,1,7
8260,9,10,8,10,10,9,9,8,1,3,1,8,1,3,1,7
8261,2,4,4,8,10,8,8,5,1,9,9,8,2,2,1,6
8262,10,10,10,10,10,8,7,8,1,9,6,8,1,1,5,7
8263,10,10,10,10,10,10,10,4,1,6,1,9,1,1,1,4
8264,5,9,10,10,10,9,10,4,1,7,1,7,1,6,2,7
8265,8,10,10,4,10,10,9,3,1,10,2,9,1,1,1,4
8266,10,10,7,10,10,9,8,7,1,4,1,6,1,1,3,8
8267,1,3,4,9,5,7,10,4,1,6,5,6,1,1,7,7
8268,10,10,10,4,10,10,9,3,1,10,1,9,1,1,1,3
8269,4,10,9,10,5,8,7,4,1,1,6,9,1,2,2,6
8270,1,4,6,10,5,8,8,4,1,10,7,8,2,4,6,6
8271,5,7,7,5,5,7,9,4,1,6,1,7,2,1,2,6
8272,3,7,8,9,10,8,9,3,1,10,7,6,1,6,4,7
8273,9,10,10,10,10,10,10,8,1,7,2,8,1,1,2,6
8274,9,10,10,10,10,9,1,2,1,1,1,9,1,1,1,4
8275,9,10,9,9,10,10,8,7,1,10,1,4,1,3,5,8
8276,8,10,8,7,10,9,8,8,1,10,6,7,1,4,5,8
8277,5,7,8,9,10,8,8,8,1,3,6,7,1,2,1,8
8278,9,10,10,7,5,9,10,6,1,10,6,9,1,1,1,6
8279,8,9,10,10,10,9,10,6,1,10,7,8,1,3,6,7
8280,8,8,8,8,10,9,9,7,1,10,3,9,1,4,5,7
8281,8,10,10,8,10,9,10,6,1,10,7,9,1,1,6,7
8282,9,8,9,4,10,9,9,5,1,3,1,8,1,1,5,6
8283,5,10,7,10,5,9,10,8,1,10,1,3,1,1,2,9
8284,6,9,9,3,10,9,9,6,1,7,7,6,1,3,5,8
8285,2,4,6,10,10,8,9,4,1,10,5,8,1,7,5,7
8286,5,7,10,10,5,8,9,7,1,1,5,7,1,2,1,7
8287,7,6,7,3,5,8,5,3,2,6,1,9,1,1,1,4
8288,8,10,8,5,10,8,3,7,1,4,5,9,1,1,1,5
8289,9,10,10,2,5,10,10,7,1,10,3,9,1,1,3,7
8290,1,4,7,8,10,6,10,3,1,9,1,9,2,1,1,4
8291,8,9,10,7,5,8,7,8,1,1,3,7,1,3,1,8
8292,2,10,9,10,10,9,3,4,1,3,4,9,1,1,1,6
8293,7,8,8,3,6,8,3,3,1,1,1,10,1,1,1,4
8294,10,10,10,10,10,10,9,6,1,1,1,6,1,1,2,7
8295,9,10,10,7,10,9,7,6,1,7,1,9,1,1,2,6
8296,9,9,8,4,10,9,9,6,1,9,7,8,1,1,5,7
8297,8,10,10,10,5,10,10,8,1,7,1,7,2,4,1,9
8298,8,7,6,2,5,9,10,6,1,3,1,7,1,1,1,7
8299,9,8,8,7,5,9,8,6,1,9,5,8,1,2,5,7
8300,1,8,5,4,5,8,8,8,1,10,6,9,1,3,2,7
8301,9,8,9,10,10,9,7,7,1,3,3,8,1,4,2,8
8302,9,10,10,10,10,10,9,3,1,9,7,10,2,1,6,4
8303,8,10,9,4,10,9,10,8,1,8,1,9,1,1,1,6
8304,6,10,10,10,10,9,5,4,1,9,1,8,1,1,1,5
8305,8,9,7,9,5,9,5,6,1,4,7,8,1,6,4,7
8306,8,10,10,10,10,8,4,3,1,3,1,9,1,1,5,4
8307,7,10,10,10,5,9,7,5,1,10,1,4,1,2,5,8
8308,8,10,10,10,10,9,9,3,1,3,6,8,1,1,2,5
8309,10,10,10,10,10,9,10,5,1,6,1,9,1,1,1,6
8310,9,10,7,9,10,9,9,6,1,8,7,9,1,1,8,6
8311,9,10,10,10,9,9,8,6,1,9,1,7,1,2,1,7
8312,9,10,10,10,10,9,10,6,1,8,6,9,1,3,3,7
8313,9,10,10,10,10,10,10,3,1,10,7,8,1,1,5,6
8314,9,8,7,10,6,9,8,7,1,1,1,6,2,4,3,8
8315,9,8,7,3,10,9,9,6,1,6,1,8,1,1,1,7
8316,5,7,7,6,10,7,5,4,1,3,6,8,1,3,1,5
8317,5,10,7,10,5,9,10,7,1,6,2,5,2,2,1,8
8318,2,6,4,6,10,6,8,4,3,9,1,8,1,1,5,6
8319,8,10,10,10,5,9,8,3,1,3,7,8,1,1,1,4
8320,5,10,8,10,10,9,10,9,1,1,1,8,2,2,2,7
8321,9,10,5,10,5,9,10,7,1,7,1,8,1,3,4,7
8322,9,10,9,10,10,10,10,6,1,9,1,7,1,7,6,8
8323,10,10,9,7,5,10,8,4,1,9,4,9,1,2,1,6
8324,9,10,10,10,10,9,9,3,1,10,6,9,1,1,1,4
8325,5,10,9,3,10,9,9,3,1,7,1,9,1,1,1,6
8326,9,10,10,10,10,10,5,7,1,9,3,7,1,1,2,7
8327,9,10,10,10,10,9,5,7,1,8,7,8,1,1,1,6
8328,9,9,8,6,10,9,10,9,1,4,6,8,1,3,2,7
8329,5,10,10,10,10,6,7,6,1,1,1,7,1,1,1,6
8330,9,9,8,7,10,9,9,3,1,9,1,9,1,1,1,5
8331,7,9,10,10,10,9,9,8,1,9,1,4,1,6,6,9
8332,8,5,4,3,10,9,8,4,1,9,1,9,1,2,1,6
8333,6,8,8,6,5,7,8,9,1,6,1,7,1,1,1,8
8334,9,10,10,10,10,10,7,8,1,9,1,9,1,2,1,6
8335,9,10,10,4,10,10,5,2,1,4,1,9,1,1,1,3
8336,9,10,10,10,10,10,10,4,1,10,1,9,1,1,4,6
8337,8,10,9,4,10,10,10,3,1,9,8,9,2,2,5,5
8338,4,10,10,10,5,9,10,8,1,7,1,6,1,1,4,8
8339,3,9,8,2,10,9,8,3,1,10,6,9,1,1,1,4
8340,7,8,8,10,10,9,8,4,1,6,1,9,1,1,1,4
8341,3,9,8,9,10,9,9,8,1,3,6,9,1,2,1,7
8342,9,9,9,10,10,10,9,6,1,9,6,9,1,1,1,6
8343,9,9,9,4,5,9,9,6,1,9,1,9,1,1,3,6
8344,3,6,7,9,10,8,8,3,1,10,2,9,1,5,2,5
8345,9,9,8,9,10,9,9,7,1,7,1,7,1,3,5,7
8346,6,10,10,10,10,9,10,6,1,9,6,6,1,1,5,8
8347,7,10,10,3,10,9,2,6,1,1,1,9,1,1,3,6
8348,5,10,10,10,10,9,8,5,1,9,9,9,1,4,1,6
8349,9,10,10,10,10,10,5,7,1,9,1,9,1,1,2,7
8350,9,6,4,10,10,8,9,7,1,9,3,7,1,5,5,8
8351,2,10,10,6,10,9,9,4,1,9,1,9,1,1,1,6
8352,10,10,10,10,10,10,9,9,1,10,6,9,1,1,5,7
8353,7,10,10,9,5,9,9,6,3,9,2,7,1,3,1,7
8354,8,10,9,10,10,9,5,8,1,4,5,9,1,1,1,7
8355,8,10,10,9,6,9,9,6,1,3,7,8,1,1,5,6
8356,6,9,8,10,5,9,9,7,1,9,5,4,1,4,1,8
8357,7,10,8,4,10,10,10,9,1,8,1,9,1,1,1,6
8358,9,10,10,10,10,10,8,7,1,6,1,7,1,1,2,7
8359,2,4,6,6,10,6,10,6,1,6,1,8,1,1,2,7
8360,2,4,6,4,3,6,8,6,1,9,4,8,1,4,6,7
8361,7,10,10,10,10,9,10,4,1,10,6,7,1,1,2,7
8362,10,10,10,4,10,10,8,7,1,9,6,9,1,1,1,6
8363,6,10,8,10,10,9,5,6,1,7,1,9,1,1,1,6
8364,10,10,10,10,10,9,10,9,1,1,6,9,1,1,1,7
8365,5,10,10,10,10,9,10,8,1,9,1,9,1,1,1,6
8366,7,10,10,10,10,9,8,4,1,10,1,9,1,1,3,6
8367,8,8,8,8,10,8,4,6,1,1,4,9,1,1,1,6
8368,9,10,10,9,5,9,10,7,1,1,4,9,1,3,1,6
8369,9,10,10,7,10,9,10,4,1,8,1,8,1,3,5,6
8370,7,9,8,4,5,9,7,6,1,7,6,9,1,2,1,5
8371,6,7,6,3,10,7,4,2,1,9,2,9,1,4,2,4
8372,8,10,10,6,5,9,8,3,1,9,1,8,1,1,1,6
8373,8,10,7,10,10,9,5,3,1,1,1,9,1,1,2,4
8374,8,9,8,10,10,8,10,8,1,6,3,7,1,2,2,9
8375,8,4,4,9,5,8,9,3,1,9,2,3,2,4,1,7
8376,4,8,9,10,10,8,9,8,1,9,1,3,1,1,5,9
8377,4,8,7,7,10,9,8,7,1,7,1,9,1,1,1,6
8378,5,4,8,3,5,5,5,4,1,1,1,3,1,1,2,6
8379,8,10,10,10,10,10,10,4,1,9,7,9,1,1,1,6
8380,9,10,10,9,10,9,7,8,1,1,1,8,1,2,1,8
8381,9,10,9,10,10,9,8,7,1,7,6,9,1,1,2,6
8382,9,10,10,10,10,9,5,7,1,6,3,8,1,1,1,7
8383,8,9,8,10,10,9,9,5,1,10,4,8,1,3,5,7
8384,9,10,10,10,10,9,7,3,1,3,1,8,1,1,1,6
8385,5,10,9,7,5,8,9,6,1,1,1,8,1,5,6,6
8386,3,8,7,10,10,8,8,7,1,6,1,9,1,1,4,6
8387,9,9,8,5,5,9,10,7,1,7,5,8,1,2,1,7
8388,1,7,9,9,5,6,9,6,1,3,5,6,1,1,1,7
8389,8,8,9,10,10,9,2,7,1,1,7,9,1,1,1,7
8390,9,9,8,7,10,9,8,6,1,8,1,9,1,1,1,6
8391,8,10,8,10,10,9,10,8,1,10,3,4,1,1,3,8
8392,8,10,10,6,5,10,8,6,1,1,5,9,1,1,1,7
8393,9,10,8,10,10,10,10,8,1,6,1,8,1,1,1,7
8394,8,9,10,10,10,9,9,8,1,8,1,6,1,7,6,8
8395,6,10,10,10,10,9,10,8,1,10,1,7,1,2,1,8
8396,9,10,10,10,10,9,4,6,1,1,4,8,1,1,2,6
8397,8,10,10,10,10,9,10,3,1,9,7,9,1,1,4,6
8398,9,10,10,7,10,9,7,7,1,9,6,9,1,1,4,6
8399,3,9,9,10,10,9,9,6,1,9,5,7,2,6,5,8
8400,3,9,10,10,10,7,10,4,1,10,8,9,1,1,2,6
8401,7,10,10,10,10,9,9,3,1,1,1,7,2,1,1,5
8402,3,8,10,9,10,7,10,8,1,6,1,8,1,3,1,6
8403,8,10,10,10,10,9,10,5,1,3,6,8,1,1,1,6
8404,8,10,10,9,10,10,9,6,1,9,7,9,1,2,1,5
8405,7,7,7,10,10,9,9,6,1,7,3,9,1,5,1,6
8406,8,10,10,4,10,9,9,6,1,10,7,8,1,1,5,7
8407,5,8,8,10,10,10,10,9,1,10,4,7,1,2,3,9
8408,10,7,9,10,10,8,10,6,1,3,1,3,1,2,1,8
8409,9,10,10,10,10,10,10,8,1,10,3,7,1,1,6,8
8410,9,10,10,10,10,9,10,8,1,7,5,7,1,2,2,8
8411,7,8,9,6,10,8,9,7,1,1,1,8,2,1,5,7
8412,2,9,9,9,5,8,7,4,1,9,1,8,1,1,1,6
8413,10,9,10,7,5,9,7,3,1,1,6,9,1,1,1,4
8414,9,9,7,6,5,9,4,3,1,1,2,9,1,1,5,6
8415,8,10,9,10,10,9,10,7,1,8,6,9,1,2,2,7
8416,5,9,8,9,10,8,9,8,1,7,1,7,2,1,1,8
8417,8,10,10,10,5,9,10,3,1,9,6,6,1,1,1,7
8418,9,6,6,10,7,9,5,3,1,1,6,9,1,1,2,5
8419,3,9,10,7,10,9,8,4,1,9,1,8,1,1,1,6
8420,10,10,10,10,10,10,10,9,1,1,1,8,1,1,1,6
8421,9,10,9,10,7,10,10,4,1,10,1,9,2,1,3,6
8422,9,9,9,4,10,10,8,3,1,9,6,9,1,2,4,6
8423,5,8,10,4,5,8,7,5,1,9,1,8,1,1,1,6
8424,8,10,10,10,10,9,8,8,1,3,1,8,1,1,1,7
8425,5,6,7,6,5,8,9,6,1,3,4,7,2,3,1,7
8426,1,7,6,10,10,9,9,3,1,9,3,10,1,1,3,4
8427,8,10,8,10,10,9,10,8,1,1,1,9,1,1,3,7
8428,1,6,6,10,10,8,8,9,1,8,7,8,1,2,3,8
8429,9,10,10,10,10,9,9,7,1,9,1,9,1,1,5,6
8430,1,10,10,6,10,9,9,6,1,3,1,7,1,1,2,7
8431,10,10,10,10,10,10,10,6,1,9,1,9,1,1,1,6
8432,2,10,10,10,10,9,10,6,1,6,1,6,1,1,1,7
8433,8,8,7,10,10,8,10,5,1,6,1,8,1,4,2,7
8434,1,9,8,10,10,9,8,6,1,6,4,8,1,2,3,7
8435,8,10,10,9,10,10,8,7,1,9,2,9,1,1,1,7
8436,2,7,8,9,5,7,7,5,1,1,1,8,1,1,2,6
